cdgeb-probe-01,45.5075,-73.5887,N. America,
cdgeb-probe-02,43.6547,-79.3623,N. America,
cdgeb-probe-03,-23.5335,-46.6359,S. America,
cdgeb-probe-04,45.5999,-121.1871,N. America,
cdgeb-probe-05,34.0544,-118.2441,N. America,
cdgeb-probe-06,52.2296,21.0067,Europe,
cdgeb-probe-07,61.0636,28.189,Europe,
cdgeb-probe-08,40.4163,-3.6934,Europe,
cdgeb-probe-09,25.2952,51.5321,Asia,
cdgeb-probe-10,32.0803,34.7805,Asia,
cdgeb-probe-11,25.0504,121.5324,Asia,
cdgeb-probe-12,22.2842,114.1759,Asia,
cdgeb-probe-13,35.6893,139.6899,Asia,
cdgeb-probe-14,34.6946,135.5021,Asia,
cdgeb-server-01,AWS-01,
cdgeb-server-02,AWS-02,
cdgeb-server-03,AWS-03,
cdgeb-server-04,AWS-04,
cdgeb-server-05,AWS-05,
cdgeb-server-06,AWS-06,
cdgeb-server-07,AWS-07,
cdgeb-server-08,AWS-08,
cdgeb-server-09,AWS-09,
cdgeb-server-10,AWS-10,
cdgeb-server-11,AWS-11,
cdgeb-server-12,AWS-12,
cdgeb-server-13,AWS-13,
cdgeb-server-14,AWS-14,
cdgeb-server-15,AWS-15,
cdgeb-server-16,AWS-16,
cdgeb-server-17,AWS-17,
cdgeb-file-01,
cdgeb-file-02,
cdgeb-file-03,
cdgeb-file-04,
cdgeb-file-05,
cdgeb-file-06,
cdgeb-file-07,
cdgeb-file-08,
cdgeb-file-09,
cdgeb-file-10,
cdgeb-file-11,
cdgeb-file-12,
cdgeb-file-13,
cdgeb-file-14,
cdgeb-file-15,
cdgeb-file-16,
cdgeb-file-17,
