probe,cdgeb-probe-01,45.5075,-73.5887,N. America,
probe,cdgeb-probe-02,43.6547,-79.3623,N. America,
probe,cdgeb-probe-03,-23.5335,-46.6359,S. America,
probe,cdgeb-probe-04,45.5999,-121.1871,N. America,
probe,cdgeb-probe-05,34.0544,-118.2441,N. America,
probe,cdgeb-probe-06,52.2296,21.0067,Europe,
probe,cdgeb-probe-07,61.0636,28.189,Europe,
probe,cdgeb-probe-08,40.4163,-3.6934,Europe,
probe,cdgeb-probe-09,25.2952,51.5321,Asia,
probe,cdgeb-probe-10,32.0803,34.7805,Asia,
probe,cdgeb-probe-11,25.0504,121.5324,Asia,
probe,cdgeb-probe-12,22.2842,114.1759,Asia,
probe,cdgeb-probe-13,35.6893,139.6899,Asia,
probe,cdgeb-probe-14,34.6946,135.5021,Asia,

frontend,cdgeb-server-01,DC-AWS-US East (Virginia),
frontend,cdgeb-server-02,DC-AWS-Europe (London),
frontend,cdgeb-server-03,DC-AWS-South America (Sao Paulo),
frontend,cdgeb-server-04,DC-AWS-Asia Pacific (Tokyo),
frontend,cdgeb-server-05,DC-AWS-Asia Pacific (Singapore),
frontend,cdgeb-server-06,DC-AWS-Canada (Central),
frontend,cdgeb-server-07,DC-AWS-US East (Ohio),
frontend,cdgeb-server-08,DC-AWS-US West (N. California),
frontend,cdgeb-server-09,DC-AWS-US West (Oregon),
frontend,cdgeb-server-10,DC-AWS-Asia Pacific (Mumbai),
frontend,cdgeb-server-11,DC-AWS-Asia Pacific (Osaka),
frontend,cdgeb-server-12,DC-AWS-Asia Pacific (Seoul),
frontend,cdgeb-server-13,DC-AWS-Asia Pacific (Sidney),
frontend,cdgeb-server-14,DC-AWS-EU (Frankfurt),
frontend,cdgeb-server-15,DC-AWS-EU (Ireland),
frontend,cdgeb-server-16,DC-AWS-Europe (Paris),
frontend,cdgeb-server-17,DC-AWS-EU (Stockholm),

file,cdgeb-file-01,
file,cdgeb-file-02,
file,cdgeb-file-03,
file,cdgeb-file-04,
file,cdgeb-file-05,
file,cdgeb-file-06,
file,cdgeb-file-07,
file,cdgeb-file-08,
file,cdgeb-file-09,
file,cdgeb-file-10,
file,cdgeb-file-11,
file,cdgeb-file-12,
file,cdgeb-file-13,
file,cdgeb-file-14,
file,cdgeb-file-15,
file,cdgeb-file-16,
file,cdgeb-file-17,
